特征,Pearson相关系数,Spearman相关系数,Pearson绝对值,Spearman绝对值,Pearson强度
1#\2#调节池生化指标平均PH_实时值,0.01737262313883878,0.014680251066475775,0.01737262313883878,0.014680251066475775,很弱
1#\2#调节池生化指标平均COD_实时值,-0.01146203799264438,-0.011378477891205116,0.01146203799264438,0.011378477891205116,很弱
一级生化系统出口PH_实时值,-0.011351862203783022,-0.009162849317932823,0.011351862203783022,0.009162849317932823,很弱
一级生化系统出口NH3-N_时间平均值,-0.009933039280514257,-0.02315533613896107,0.009933039280514257,0.02315533613896107,很弱
一级生化系统出口PH_时间平均值,-0.0071122592849142,0.004724310311708108,0.0071122592849142,0.004724310311708108,很弱
厌氧进水超越至缺氧1流量_平均值,-0.0040302320536693,-0.016542524646694912,0.0040302320536693,0.016542524646694912,很弱
厂区环境湿度_变化率,-0.003045675496752677,-0.00070669838743487,0.003045675496752677,0.00070669838743487,很弱
厂区环境湿度_变化值,-0.003030123396421819,-0.0010001469096683844,0.003030123396421819,0.0010001469096683844,很弱
一级硝化风机出口1流量_变化值,0.0029581529544725708,0.00532733087775116,0.0029581529544725708,0.00532733087775116,很弱
1#\2#调节池生化指标平均COD_时间平均值,-0.0025051628400878153,-0.001761295647019019,0.0025051628400878153,0.001761295647019019,很弱
一级硝化风机出口1流量_变化率,0.002503849788861698,0.004594481829635943,0.002503849788861698,0.004594481829635943,很弱
一级生化系统出口NH3-N_实时值,0.0021962859961087043,-0.023683488704357682,0.0021962859961087043,0.023683488704357682,很弱
厂区环境温度_变化值,0.002014503866783646,0.00010606928693536038,0.002014503866783646,0.00010606928693536038,很弱
厂区环境温度_变化率,0.0016244789829377641,0.0006197448746390221,0.0016244789829377641,0.0006197448746390221,很弱
硝化液回流泵1~2后流量_变化率,0.000899674017334945,-0.010095285680430527,0.000899674017334945,0.010095285680430527,很弱
厌氧进水超越至缺氧1流量_变化率,0.0008110152186407023,0.016010642182261673,0.0008110152186407023,0.016010642182261673,很弱
厌氧进水泵出口1流量_变化值,-0.0005988862867704999,-0.0025342326705237116,0.0005988862867704999,0.0025342326705237116,很弱
厌氧进水超越至缺氧1流量_变化值,0.0004196110785869766,0.01571235548818521,0.0004196110785869766,0.01571235548818521,很弱
一级硝化池1#溶解氧DO_变化值,0.0003621104024453857,0.0003621104024453851,0.0003621104024453857,0.0003621104024453851,很弱
一级硝化池1#温度_变化率,0.0003365403884431304,-0.0016889051946847185,0.0003365403884431304,0.0016889051946847185,很弱
厌氧进水泵出口1流量_变化率,0.0002928819897433397,-0.003922677373846839,0.0002928819897433397,0.003922677373846839,很弱
一级硝化池1#温度_变化值,0.000249368416820204,-0.0020766798348629883,0.000249368416820204,0.0020766798348629883,很弱
硝化液回流泵1~2后流量_变化值,-0.0002369172024532495,-0.009050289782486018,0.0002369172024532495,0.009050289782486018,很弱
一级硝化池1#溶解氧DO_变化率,,,,,常量/不可计算
一级生化系统出口SV30_实时值,,,,,常量/不可计算
一级生化系统出口SV30_时间平均值,,,,,常量/不可计算
