时间戳,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厌氧罐2温度_平均值,厌氧罐2温度_变化值,厌氧罐2温度_变化率,厌氧罐2压力_平均值,厌氧罐2压力_变化值,厌氧罐2压力_变化率,厌氧循环泵出口至厌氧罐2流量_平均值,厌氧循环泵出口至厌氧罐2流量_变化值,厌氧循环泵出口至厌氧罐2流量_变化率,厌氧进水超越流量_平均值,厌氧进水超越流量_变化值,厌氧进水超越流量_变化率,厌氧罐2液位_平均值,厌氧罐2液位_变化值,厌氧罐2液位_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,厌氧出口PH值_实时值,厌氧出口PH值_HRT平均值,厌氧出口COD_实时值,厌氧出口COD_HRT平均值,厌氧出口氨氮_实时值,厌氧出口氨氮_HRT平均值,厌氧出口COD_输出_t+120min,厌氧出口氨氮_输出_t+120min
2026-03-01 22:00:00,0.013519556603773582,-0.007408000000000001,-0.4444711105777885,21.919763877358488,0.0,0.0,0.704156745283019,0.009259000000000017,0.013028953856198875,0.0,0.0,0.0,0.0,0.0,0.0,17.401883849056613,0.004628999999997774,0.00026597786310303677,18.133490566037732,0.2799999999999976,0.015529672767609404,95.89245283018866,-2.3999999999999915,-0.02479338842975198,5.9,5.899999999999884,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000089,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 00:00:00,0.01282575471698112,0.009259,0.8333183331833318,21.923921990566047,-0.016203000000000856,-0.000738988173179133,0.7070943113207545,0.08333299999999999,0.12328716457126962,0.0,0.0,0.0,0.0,0.0,0.0,17.396114735849054,0.012038000000000437,0.000692207422328953,18.136509433962257,-0.10999999999999943,-0.006050605060506019,95.93962264150942,2.200000000000003,0.02313354363827553,5.9,5.899999999999861,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000034,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 02:00:00,0.011996905660377356,0.016667,0.0,21.8828810754717,-0.018520000000002312,-0.0008458229999369886,0.7122978867924531,-0.009259000000000017,-0.01286138348425563,0.0,0.0,0.0,0.0,0.0,0.0,17.397411669811323,-0.03611000000000075,-0.00207208978833874,17.042735849056605,-1.8900000000000006,-0.10564561207378427,98.25000000000003,0.9000000000000057,0.009268795056642696,5.9,5.899999999999843,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999989,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 04:00:00,0.006952613207547173,0.009259,0.0,21.75350659433962,-0.10648300000000077,-0.004877083820547094,0.6075612169811321,-0.023147999999999946,-0.03731321630639771,0.0,0.0,0.0,0.0,0.0,0.0,17.376750179245278,0.0037039999999990414,0.00021319120586270297,14.464339622641505,-1.2200000000000006,-0.07968647942521231,97.52830188679236,-0.29999999999999716,-0.0030706243602865624,5.9,5.899999999999827,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999951,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 06:00:00,0.007328047169811324,-0.005556,-0.3750253121835977,21.668523877358485,-0.09953699999999799,-0.004584220034824266,0.5770914716981134,0.009259000000000017,0.0159995438082336,0.0,0.0,0.0,0.0,0.0,0.0,17.37075183962265,0.018518000000000256,0.0010666368068264903,13.721320754716979,-0.7899999999999991,-0.05598866052445069,97.49811320754715,-0.5,-0.005117707267144319,5.9,5.899999999999814,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999918,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 08:00:00,0.006778886792452831,0.009259,0.0,21.595673952830175,-0.06481399999999837,-0.0029997479460098305,0.5719942547169813,0.011573999999999973,0.020408019325375087,0.0,0.0,0.0,0.0,0.0,0.0,17.371207518867923,-0.033333999999999975,-0.001916971233757371,13.281415094339625,-0.35999999999999943,-0.02786377708978324,98.01792452830189,-2.200000000000003,-0.02222222222222225,5.9,5.899999999999801,40880.0,40880.0,1522.0,1522.0,7.81,7.8099999999998895,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 10:00:00,0.0004544811320754717,-0.014815,-1.0,21.519084339622644,-0.03703700000000154,-0.0017200584347092783,0.6769953584905661,0.12731500000000007,0.22541009002947882,0.0,0.0,0.0,0.0,0.0,0.0,17.372482830188687,0.0,0.0,12.580188679245275,0.1999999999999993,0.015835312747426705,96.53018867924528,-0.8999999999999915,-0.009345794392523277,5.9,5.899999999999792,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999865,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 12:00:00,0.0014220566037735848,0.0,0.0,21.517153981132076,0.06481600000000043,0.0030208774060499215,0.6870040660377359,-0.011573999999999973,-0.016834909090909053,0.0,0.0,0.0,0.0,0.0,0.0,17.386590245283013,0.015741000000002003,0.000904222133158988,14.941320754716974,0.7000000000000011,0.04961020552799441,88.7075471698113,-5.400000000000006,-0.0585683297180044,5.9,5.899999999999783,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999842,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 14:00:00,0.004860830188679242,-0.003704,-1.0,21.54094499999999,-0.009258000000002653,-0.0004299103758995834,0.6189373207547171,-0.10185200000000005,-0.134146582391516,0.0,0.0,0.0,0.0,0.0,0.0,17.38419868867924,0.0,0.0,14.901415094339622,-0.7099999999999991,-0.04755525787006022,87.4764150943396,0.29999999999999716,0.003448275862068933,5.9,5.899999999999774,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999877,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 16:00:00,0.00396402830188679,0.005555,1.4997300215982723,21.459598037735844,-0.10879699999999914,-0.005056514380672574,0.694055783018868,0.018517999999999923,0.02675508936182498,0.0,0.0,0.0,0.0,0.0,0.0,17.386114028301886,0.03703700000000154,0.0021328761636678273,13.372735849056605,-2.0600000000000005,-0.14476458186929025,88.411320754717,3.799999999999997,0.04352806414662082,5.9,5.899999999999767,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999952,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 18:00:00,0.0031232075471698114,0.001852,0.0,21.368750452830206,-0.07176000000000116,-0.0033564657874591546,0.6909316792452831,-0.10648200000000008,-0.15384682068397565,0.0,0.0,0.0,0.0,0.0,0.0,17.37883948113208,-0.03796200000000027,-0.0021806797928325635,11.61707547169811,-0.6699999999999999,-0.05592654424040066,92.91320754716979,1.7999999999999972,0.0195865070729053,5.9,5.8999999999997605,40880.0,40880.0,1522.0,1522.0,7.81,7.81000000000002,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 20:00:00,0.0035855566037735855,0.003704,0.0,21.289079160377348,-0.030091999999999786,-0.0014137840942335953,0.6036359245283021,0.009259000000000017,0.01612858272626877,0.0,0.0,0.0,0.0,0.0,0.0,17.36571250943396,-0.0092579999999991,-0.0005325791089659906,10.709905660377363,-0.6899999999999995,-0.06177260519247981,96.19339622641509,1.6000000000000085,0.016967126193001152,5.9,5.899999999999754,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000081,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-02 22:00:00,0.0035091509433962287,0.0,0.0,21.241387726415105,-0.17592399999999841,-0.008242860098717083,0.6821407641509438,0.11111100000000007,0.17142843918364337,0.0,0.0,0.0,0.0,0.0,0.0,17.373657349056604,0.02129799999999804,0.0012278781731307094,10.128490566037735,-0.5099999999999998,-0.049610894941634225,96.19811320754714,-1.0,-0.010351966873706004,5.9,5.899999999999749,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000137,2798.0,2798.0,1522.0,1522.0,2798.0,1522.0
2026-03-03 00:00:00,0.002740216981132075,-0.014815,-1.0,21.14726251886792,-0.08565000000000111,-0.0040393883993387536,0.7184486037735845,0.06944399999999995,0.10033375232976456,0.0,0.0,0.0,0.0,0.0,0.0,17.3762315,0.008334000000001396,0.00048026895061242336,9.787264150943395,-0.41999999999999993,-0.042126379137412226,95.28867924528306,-0.20000000000000284,-0.0021008403361344836,5.9,5.899999999999745,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000189,2798.0,2798.0,1522.0,1522.0,2798.0,1531.571428571429
2026-03-03 02:00:00,0.001637,-0.001852,-0.5,21.081446886792452,-0.06944500000000176,-0.003287337278106592,0.7263623018867926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.377214500000004,0.029628999999999905,0.0017057206204749403,9.509716981132073,-0.129999999999999,-0.013655462184873846,94.47924528301886,-0.19999999999998863,-0.0021141649048624592,5.91,5.900003471016814,41194.28571428572,40880.109089105965,1531.571428571429,1522.0033222591364,7.81,7.810000000000235,2798.0,2798.0,1531.571428571429,1522.0033222591364,2798.0,1531.571428571429
2026-03-03 04:00:00,0.0011653396226415094,-0.001852,-1.0,21.02885416981132,-0.055554999999998245,-0.0026384961118335873,0.7290026415094337,-0.043981999999999966,-0.05722955450678509,0.0,0.0,0.0,0.0,0.0,0.0,17.376316264150947,0.02129799999999804,0.0012276160230577184,8.875849056603775,-0.5499999999999989,-0.06043956043956032,94.88962264150943,1.0,0.010559662090813094,5.91,5.900403198933496,41194.28571428572,40892.67196648727,1531.571428571429,1522.385918979404,7.81,7.810000000000278,2798.0,2798.0,1531.571428571429,1522.385918979404,2798.0,1531.571428571429
2026-03-03 06:00:00,0.0018970188679245273,0.0,0.0,20.958943028301896,-0.09259199999999979,-0.004410601506069497,0.7373202452830189,0.08333400000000002,0.1263168425488312,0.0,0.0,0.0,0.0,0.0,0.0,17.375162811320752,0.005555999999998562,0.0003198379671844036,8.435471698113208,-0.3000000000000007,-0.03401360544217695,95.7424528301887,1.5,0.01583949313621964,5.91,5.900772188400962,41194.28571428572,40904.2687783218,1531.571428571429,1522.7390946125631,7.81,7.810000000000318,2798.0,2798.0,1531.571428571429,1522.7390946125631,2798.0,1531.571428571429
2026-03-03 08:00:00,0.0015923773584905656,0.0,0.0,20.867132518867923,-0.06481600000000043,-0.003101518852292578,0.6781315283018865,-0.14351900000000006,-0.18787939085390687,0.0,0.0,0.0,0.0,0.0,0.0,17.374457528301882,-0.017593000000001524,-0.0010120074136029675,8.239056603773584,-0.28000000000000114,-0.03373493975903628,95.44150943396232,-0.6000000000000085,-0.006269592476489117,5.91,5.901113853748654,41194.28571428572,40915.00683210626,1531.571428571429,1523.0661171596512,7.81,7.810000000000354,2798.0,2798.0,1531.571428571429,1523.0661171596512,2798.0,1531.571428571429
2026-03-03 10:00:00,0.0011831603773584905,0.007407,0.0,20.78563731132075,-0.06944400000000073,-0.003331831280869516,0.6201619433962265,-0.006944999999999979,-0.011030287629242538,0.0,0.0,0.0,0.0,0.0,0.0,17.374936283018876,-0.021297000000000565,-0.0012248127497848837,8.279622641509434,1.0399999999999991,0.1299999999999999,93.64528301886794,-2.700000000000003,-0.028451001053740807,5.91,5.901431121689786,41194.28571428572,40924.97811025636,1531.571428571429,1523.3697879033173,7.81,7.810000000000389,2798.0,2798.0,1531.571428571429,1523.3697879033173,2798.0,1531.571428571429
2026-03-03 12:00:00,0.0012726226415094345,-0.003704,-1.0,20.7370838490566,-0.03472400000000064,-0.0016732590232338715,0.6377478301886794,-0.004630000000000023,-0.006689494748096489,0.0,0.0,0.0,0.0,0.0,0.0,17.368455103773595,-0.0074080000000016355,-0.000426291530120255,9.147924528301889,0.5700000000000003,0.06222707423580789,90.6924528301887,-0.7999999999999972,-0.008830022075055156,5.91,5.901726515368961,41194.28571428572,40934.26191160225,1531.571428571429,1523.6525218533952,7.81,7.810000000000421,2798.0,2798.0,1531.571428571429,1523.6525218533952,2798.0,1531.571428571429
2026-03-03 14:00:00,0.0017555660377358488,0.0,0.0,20.70604608490565,-0.04629500000000064,-0.002232828095387296,0.6206990283018867,0.009258999999999906,0.014869476541108113,0.0,0.0,0.0,0.0,0.0,0.0,17.3681626981132,-0.023147000000001583,-0.0013310665657494428,9.980943396226412,0.11999999999999922,0.012096774193548309,86.70943396226416,-1.7000000000000028,-0.01945080091533184,5.91,5.902002221604925,41194.28571428572,40942.92696473292,1531.571428571429,1523.9164121078277,7.81,7.81000000000045,2798.0,2798.0,1531.571428571429,1523.9164121078277,2798.0,1531.571428571429
2026-03-03 16:00:00,0.0021820849056603774,-0.007407,-1.0,20.663810962264147,-0.013889000000002483,-0.0006721236649473684,0.6132152547169811,0.030092999999999925,0.05462258089108142,0.0,0.0,0.0,0.0,0.0,0.0,17.36950717924529,0.019444999999997492,0.0011200320071680604,10.223773584905663,-1.0899999999999999,-0.10371075166508087,85.09622641509436,1.3999999999999915,0.016241299303944218,5.91,5.902260145122096,41194.28571428572,40951.03313241577,1531.571428571429,1524.1632817599857,7.81,7.810000000000477,2798.0,2798.0,1531.571428571429,1524.1632817599857,2798.0,1531.571428571429
2026-03-03 18:00:00,0.001788396226415094,0.0,0.0,20.60347452830188,-0.057871000000002226,-0.00280460748289506,0.6293852358490567,0.06944499999999998,0.11406940912883787,0.0,0.0,0.0,0.0,0.0,0.0,17.373442669811315,-0.005554000000000059,-0.00031968875186005777,8.71811320754717,-0.8900000000000006,-0.09488272921108747,91.85188679245286,4.199999999999989,0.047511312217194436,5.91,5.902501952616324,41194.28571428572,40958.63279652041,1531.571428571429,1524.3947260758987,7.81,7.810000000000504,2798.0,2798.0,1531.571428571429,1524.3947260758987,2798.0,1531.571428571429
2026-03-03 20:00:00,0.0013808584905660377,0.02037,0.0,20.526557066037743,-0.009260000000001156,-0.0004515033696974516,0.6225181792452832,-0.025463000000000013,-0.04000006283637097,0.0,0.0,0.0,0.0,0.0,0.0,17.37843504716982,-0.020369999999999777,-0.0011711259332355753,8.083207547169813,-0.040000000000000924,-0.004956629491945592,94.28301886792454,1.3999999999999915,0.014989293361884277,5.91,5.902729108810725,41194.28571428572,40965.771991201895,1531.571428571429,1524.6121470048336,7.81,7.810000000000528,2798.0,2798.0,1531.571428571429,1524.6121470048336,2798.0,1531.571428571429
2026-03-03 22:00:00,0.0017392547169811318,0.0,0.0,20.469516471698125,-0.06018399999999957,-0.0029358048780487598,0.6487822169811319,0.1458330000000001,0.25099523423502523,0.0,0.0,0.0,0.0,0.0,0.0,17.378569820754723,0.01666699999999821,0.0009588941241542196,8.12688679245283,0.19000000000000128,0.023399014778325282,94.98679245283022,-1.4000000000000057,-0.014675052410901526,5.91,5.902942906150273,41194.28571428572,40972.4913361594,1531.571428571429,1524.8167816012656,7.81,7.810000000000551,2798.0,2798.0,1531.571428571429,1524.8167816012656,2798.0,1531.571428571429
2026-03-04 00:00:00,0.001524018867924528,0.009259,0.0,20.427927320754716,-0.04166800000000137,-0.0020378778838310505,0.7428489528301888,0.0879629999999999,0.13148803927166824,0.0,0.0,0.0,0.0,0.0,0.0,17.387243245283003,0.013887999999997902,0.0007989687044509541,8.208679245283022,0.049999999999998934,0.00602409638554204,94.26037735849057,-0.09999999999999432,-0.0010570824524312296,5.91,5.903144489407105,41194.28571428572,40978.82680994581,1531.571428571429,1525.0097255756689,7.81,7.810000000000567,2798.0,2798.0,1531.571428571429,1525.0097255756689,2798.0,1541.142857142857
2026-03-04 02:00:00,0.0014214999999999998,0.001852,0.0,20.378954584905674,-0.053239999999998844,-0.0026100408723379615,0.7636957641509434,0.03240799999999999,0.04334445655590254,0.0,0.0,0.0,0.0,0.0,0.0,17.39052853773585,0.0046290000000013265,0.00026596369667367993,8.105,-0.10999999999999943,-0.013681592039800926,95.31698113207547,-0.5,-0.005246589716684156,5.92,5.903337190464992,41508.57142857143,40984.88312890822,1541.142857142857,1525.194168016796,7.81,7.810000000000487,2798.0,2798.0,1541.142857142857,1525.194168016796,2798.0,1541.142857142857
2026-03-04 04:00:00,0.00158838679245283,0.0,0.0,20.33859140566038,-0.06712900000000133,-0.0032965474473696777,0.759268066037736,-0.0324080000000001,-0.04105646150259973,0.0,0.0,0.0,0.0,0.0,0.0,17.394076537735845,0.03703700000000154,0.0021309444876217738,8.059056603773586,-0.46999999999999975,-0.05860349127182042,94.30094339622637,2.200000000000003,0.023379383634431487,5.92,5.903787435262108,41508.57142857143,40999.03367967586,1541.142857142857,1525.6251166083543,7.81,7.810000000000411,2798.0,2798.0,1541.142857142857,1525.6251166083543,2798.0,1541.142857142857
2026-03-04 06:00:00,0.0015875471698113203,0.0,0.0,20.31060725471698,-0.06944400000000073,-0.003413724268765786,0.7769455377358492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3947248490566,-0.022222999999996773,-0.0012768440767285888,7.752547169811326,-0.5899999999999999,-0.07283950617283949,94.90754716981138,1.0,0.010626992561105207,5.92,5.904213988160231,41508.57142857143,41012.43962790365,1541.142857142857,1526.0333886680176,7.81,7.810000000000339,2798.0,2798.0,1541.142857142857,1526.0333886680176,2798.0,1541.142857142857
2026-03-04 08:00:00,0.0015714150943396225,0.0,0.0,20.272191933962254,-0.07407399999999953,-0.0036475512376457154,0.7843241886792451,0.05092600000000003,0.06686940468030687,0.0,0.0,0.0,0.0,0.0,0.0,17.39286167924528,0.02499999999999858,0.0014374701078090264,8.254150943396224,0.3600000000000012,0.045859872611465125,94.05094339622637,-0.4000000000000057,-0.004201680672268967,5.92,5.904618671223799,41508.57142857143,41025.15823847396,1541.142857142857,1526.4207281717486,7.81,7.8100000000002705,2798.0,2798.0,1541.142857142857,1526.4207281717486,2798.0,1541.142857142857
2026-03-04 10:00:00,0.0018774433962264157,-0.016667,-1.0,20.244668424528296,-0.0046290000000013265,-0.00022874948649971954,0.7957097735849059,0.08101799999999992,0.1060599118458309,0.0,0.0,0.0,0.0,0.0,0.0,17.395181952830185,-0.023147999999999058,-0.0013306280831275267,8.775754716981131,0.9000000000000004,0.10830324909747296,93.04339622641508,-2.6999999999999886,-0.02869287991498394,5.92,5.905003124348759,41508.57142857143,41037.24105097369,1541.142857142857,1526.7887047342392,7.81,7.810000000000206,2798.0,2798.0,1541.142857142857,1526.7887047342392,2798.0,1541.142857142857
2026-03-04 12:00:00,0.0038244056603773595,-0.012963,-1.0,20.21841291509434,-0.002314999999999401,-0.00011441253463200214,0.7979310849056608,-0.04861099999999996,-0.05817162250134023,0.0,0.0,0.0,0.0,0.0,0.0,17.393337254716982,0.005555000000001087,0.0003194228469046309,10.20566037735849,0.030000000000001137,0.0031479538300106125,88.56509433962263,0.7999999999999972,0.008859357696566967,5.92,5.905368827473721,41508.57142857143,41048.73457775914,1541.142857142857,1527.1387348681587,7.81,7.810000000000143,2798.0,2798.0,1541.142857142857,1527.1387348681587,2798.0,1541.142857142857
2026-03-04 14:00:00,0.002418367924528302,0.018518,9.998920086393088,20.229978443396224,0.018519000000001284,0.0009159844555178126,0.8104279245283019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.397874547169813,0.0037019999999969855,0.00021297394469149412,10.448584905660372,0.9199999999999999,0.09302325581395347,86.94905660377356,-4.6000000000000085,-0.05116796440489442,5.92,5.90571711961872,41508.57142857143,41059.68090231716,1541.142857142857,1527.47210020697,7.81,7.810000000000085,2798.0,2798.0,1541.142857142857,1527.47210020697,2798.0,1541.142857142857
2026-03-04 16:00:00,0.002512943396226415,0.0,0.0,20.24623096226415,0.002314999999999401,0.00011437328872360402,0.7162002547169813,-0.13194399999999995,-0.1561639328352114,0.0,0.0,0.0,0.0,0.0,0.0,17.393825292452824,-0.003704000000002594,-0.000212579446115908,10.588207547169814,0.9199999999999999,0.08177777777777777,85.66132075471698,-1.9000000000000057,-0.022619047619047688,5.92,5.906049215267925,41508.57142857143,41070.118194150135,1541.142857142857,1527.789963185519,7.81,7.810000000000029,2798.0,2798.0,1541.142857142857,1527.789963185519,2798.0,1541.142857142857
2026-03-04 18:00:00,0.003547688679245283,0.014815,0.0,20.23640843396226,-0.018519000000001284,-0.000915146195827908,0.6815829150943395,0.004630000000000023,0.006849862263028827,0.0,0.0,0.0,0.0,0.0,0.0,17.392259924528297,-0.0018509999999984927,-0.00010640196050920798,10.973207547169814,-1.0700000000000003,-0.09427312775330399,86.40754716981132,8.599999999999994,0.10436893203883488,5.92,5.906366218518756,41508.57142857143,41080.08115346277,1541.142857142857,1528.0933805827665,7.81,7.809999999999976,2798.0,2798.0,1541.142857142857,1528.0933805827665,2798.0,1541.142857142857
2026-03-04 20:00:00,0.002889245283018869,0.009259,0.0,20.225625443396236,-0.01620499999999936,-0.0008008877424241905,0.6760474433962264,0.04166700000000001,0.06185617515153406,0.0,0.0,0.0,0.0,0.0,0.0,17.391364726415095,-0.002779000000000309,-0.00015970413530269446,10.015943396226413,-0.35999999999999943,-0.034582132564841446,88.2433962264151,-0.5999999999999943,-0.006833712984054605,5.92,5.906669135344814,41508.57142857143,41089.60139656822,1541.142857142857,1528.3833152591587,7.81,7.809999999999924,2798.0,2798.0,1541.142857142857,1528.3833152591587,2798.0,1541.142857142857
