时间戳,硝化液回流流量_平均值,硝化液回流流量_变化值,硝化液回流流量_变化率,循环流量1_平均值,循环流量1_变化值,循环流量1_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,一级生化出口PH值_实时值,一级生化出口PH值_HRT平均值,一级生化出口COD_实时值,一级生化出口COD_HRT平均值,一级生化出口氨氮_实时值,一级生化出口氨氮_HRT平均值,一级生化出口SV30_实时值,一级生化出口SV30_HRT平均值,一级生化出口MLSS_实时值,一级生化出口MLSS_HRT平均值,一级生化出口总氮_实时值,一级生化出口总氮_HRT平均值,超滤系统出口PH值_实时值,超滤系统出口PH值_HRT平均值,超滤系统出口COD_实时值,超滤系统出口COD_HRT平均值,超滤系统出口氨氮_实时值,超滤系统出口氨氮_HRT平均值,超滤系统出口COD_输出_t+120min,超滤系统出口氨氮_输出_t+120min
2026-03-02 12:00:00,0.00010615094339622642,0.0,0.0,0.0,0.0,0.0,14.941320754716974,0.7000000000000011,0.04961020552799441,88.7075471698113,-5.400000000000006,-0.0585683297180044,8.35,8.35000000000019,646.2,646.1999999999753,10.04,10.04000000000051,99.0,99.0,15.0,15.0,323.4,323.4000000000124,8.68,8.680000000000208,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-02 14:00:00,0.00014706603773584904,0.0,0.0,0.0,0.0,0.0,14.901415094339622,-0.7099999999999991,-0.04755525787006022,87.4764150943396,0.29999999999999716,0.003448275862068933,8.35,8.3500000000001,646.2,646.199999999974,10.04,10.040000000000532,99.0,99.0,15.0,15.0,323.4,323.400000000013,8.68,8.680000000000211,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-02 16:00:00,1.95e-05,0.0,0.0,0.0,0.0,0.0,13.372735849056605,-2.0600000000000005,-0.14476458186929025,88.411320754717,3.799999999999997,0.04352806414662082,8.35,8.350000000000017,646.2,646.1999999999729,10.04,10.04000000000055,99.0,99.0,15.0,15.0,323.4,323.4000000000136,8.68,8.680000000000216,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,11.61707547169811,-0.6699999999999999,-0.05592654424040066,92.91320754716979,1.7999999999999972,0.0195865070729053,8.35,8.349999999999943,646.2,646.199999999972,10.04,10.040000000000566,99.0,99.0,15.0,15.0,323.4,323.400000000014,8.68,8.68000000000022,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.709905660377363,-0.6899999999999995,-0.06177260519247981,96.19339622641509,1.6000000000000085,0.016967126193001152,8.35,8.349999999999877,646.2,646.199999999971,10.04,10.04000000000058,99.0,99.0,15.0,15.0,323.4,323.4000000000145,8.68,8.680000000000224,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.128490566037735,-0.5099999999999998,-0.049610894941634225,96.19811320754714,-1.0,-0.010351966873706004,8.35,8.349999999999817,646.2,646.1999999999703,10.04,10.040000000000594,99.0,99.0,15.0,15.0,323.4,323.40000000001487,8.68,8.680000000000227,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.787264150943395,-0.41999999999999993,-0.042126379137412226,95.28867924528306,-0.20000000000000284,-0.0021008403361344836,8.35,8.349999999999762,646.2,646.1999999999696,10.04,10.040000000000605,99.0,99.0,15.0,15.0,323.4,323.4000000000152,8.68,8.680000000000229,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.509716981132073,-0.129999999999999,-0.013655462184873846,94.47924528301886,-0.19999999999998863,-0.0021141649048624592,8.35,8.34999999999971,646.2,646.1999999999689,10.04,10.040000000000616,99.0,99.0,15.0,15.0,323.4,323.40000000001555,8.68,8.680000000000232,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.875849056603775,-0.5499999999999989,-0.06043956043956032,94.88962264150943,1.0,0.010559662090813094,8.35,8.349999999999664,646.2,646.1999999999682,10.04,10.040000000000626,99.0,99.0,15.0,15.0,323.4,323.4000000000159,8.68,8.680000000000234,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.435471698113208,-0.3000000000000007,-0.03401360544217695,95.7424528301887,1.5,0.01583949313621964,8.35,8.349999999999621,646.2,646.1999999999676,10.04,10.040000000000637,99.0,99.0,15.0,15.0,323.4,323.4000000000162,8.68,8.680000000000236,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.239056603773584,-0.28000000000000114,-0.03373493975903628,95.44150943396232,-0.6000000000000085,-0.006269592476489117,8.35,8.34999999999958,646.2,646.1999999999672,10.04,10.040000000000646,99.0,99.0,15.0,15.0,323.4,323.4000000000164,8.68,8.680000000000238,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.279622641509434,1.0399999999999991,0.1299999999999999,93.64528301886794,-2.700000000000003,-0.028451001053740807,8.35,8.349999999999543,646.2,646.1999999999747,10.04,10.040000000000653,99.0,99.0,15.0,15.0,323.4,323.4000000000126,8.68,8.68000000000024,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 12:00:00,0.0,0.0,0.0,13.655504773584905,0.0,0.0,9.147924528301889,0.5700000000000003,0.06222707423580789,90.6924528301887,-0.7999999999999972,-0.008830022075055156,8.35,8.34999999999951,646.2,646.199999999982,10.04,10.04000000000066,99.0,99.0,15.0,15.0,323.4,323.40000000000896,8.68,8.680000000000241,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,9.980943396226412,0.11999999999999922,0.012096774193548309,86.70943396226416,-1.7000000000000028,-0.01945080091533184,8.35,8.349999999999477,646.2,646.1999999999888,10.04,10.040000000000669,99.0,99.0,15.0,15.0,323.4,323.40000000000555,8.68,8.680000000000243,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.223773584905663,-1.0899999999999999,-0.10371075166508087,85.09622641509436,1.3999999999999915,0.016241299303944218,8.35,8.349999999999447,646.2,646.1999999999952,10.04,10.040000000000674,99.0,99.0,15.0,15.0,323.4,323.4000000000024,8.68,8.680000000000245,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.71811320754717,-0.8900000000000006,-0.09488272921108747,91.85188679245286,4.199999999999989,0.047511312217194436,8.35,8.349999999999419,646.2,646.2000000000012,10.04,10.04000000000068,99.0,99.0,15.0,15.0,323.4,323.3999999999993,8.68,8.680000000000245,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.083207547169813,-0.040000000000000924,-0.004956629491945592,94.28301886792454,1.3999999999999915,0.014989293361884277,8.35,8.349999999999394,646.2,646.2000000000068,10.04,10.040000000000688,99.0,99.0,15.0,15.0,323.4,323.39999999999657,8.68,8.680000000000247,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.12688679245283,0.19000000000000128,0.023399014778325282,94.98679245283022,-1.4000000000000057,-0.014675052410901526,8.35,8.349999999999369,646.2,646.200000000012,10.04,10.040000000000692,99.0,99.0,15.0,15.0,323.4,323.39999999999395,8.68,8.680000000000248,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.208679245283022,0.049999999999998934,0.00602409638554204,94.26037735849057,-0.09999999999999432,-0.0010570824524312296,8.35,8.349999999999344,646.2,646.200000000017,10.04,10.040000000000695,99.0,99.0,15.0,15.0,323.4,323.39999999999145,8.68,8.68000000000025,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.105,-0.10999999999999943,-0.013681592039800926,95.31698113207547,-0.5,-0.005246589716684156,8.35,8.349999999999323,646.2,646.2000000000218,10.04,10.0400000000007,99.0,99.0,15.0,15.0,323.4,323.3999999999891,8.68,8.68000000000025,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 04:00:00,1.9915094339622643e-05,0.0,0.0,0.0,0.0,0.0,8.059056603773586,-0.46999999999999975,-0.05860349127182042,94.30094339622637,2.200000000000003,0.023379383634431487,8.35,8.349999999999302,646.2,646.2000000000262,10.04,10.040000000000706,99.0,99.0,15.0,15.0,323.4,323.39999999998685,8.68,8.680000000000252,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,7.752547169811326,-0.5899999999999999,-0.07283950617283949,94.90754716981138,1.0,0.010626992561105207,8.35,8.349999999999282,646.2,646.2000000000304,10.04,10.04000000000071,99.0,99.0,15.0,15.0,323.4,323.39999999998474,8.68,8.680000000000252,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.254150943396224,0.3600000000000012,0.045859872611465125,94.05094339622637,-0.4000000000000057,-0.004201680672268967,8.35,8.349999999999262,646.2,646.2000000000344,10.04,10.040000000000717,99.0,99.0,15.0,15.0,323.4,323.39999999998275,8.68,8.680000000000254,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,8.775754716981131,0.9000000000000004,0.10830324909747296,93.04339622641508,-2.6999999999999886,-0.02869287991498394,8.35,8.349999999999245,646.2,646.2000000000381,10.04,10.04000000000072,99.0,99.0,15.0,15.0,323.4,323.3999999999809,8.68,8.680000000000256,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 12:00:00,8.605660377358491e-05,0.0,0.0,105.87803762264154,0.0,0.0,10.20566037735849,0.030000000000001137,0.0031479538300106125,88.56509433962263,0.7999999999999972,0.008859357696566967,8.35,8.349999999999229,646.2,646.2000000000418,10.04,10.040000000000722,99.0,99.0,15.0,15.0,323.4,323.39999999997906,8.68,8.680000000000256,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.448584905660372,0.9199999999999999,0.09302325581395347,86.94905660377356,-4.6000000000000085,-0.05116796440489442,8.35,8.349999999999211,646.2,646.2000000000452,10.04,10.040000000000726,99.0,99.0,15.0,15.0,323.4,323.3999999999773,8.68,8.680000000000256,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 16:00:00,0.00010709433962264152,0.0,0.0,0.0,0.0,0.0,10.588207547169814,0.9199999999999999,0.08177777777777777,85.66132075471698,-1.9000000000000057,-0.022619047619047688,8.35,8.349999999999197,646.2,646.2000000000485,10.04,10.04000000000073,99.0,99.0,15.0,15.0,323.4,323.3999999999757,8.68,8.680000000000257,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.973207547169814,-1.0700000000000003,-0.09427312775330399,86.40754716981132,8.599999999999994,0.10436893203883488,8.35,8.34999999999918,646.2,646.2000000000517,10.04,10.040000000000733,99.0,99.0,15.0,15.0,323.4,323.39999999997417,8.68,8.680000000000257,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 20:00:00,0.0012015283018867926,0.0,0.0,0.0,0.0,0.0,10.015943396226413,-0.35999999999999943,-0.034582132564841446,88.2433962264151,-0.5999999999999943,-0.006833712984054605,8.35,8.349999999999167,646.2,646.2000000000546,10.04,10.040000000000736,99.0,99.0,15.0,15.0,323.4,323.39999999997264,8.68,8.680000000000259,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-04 22:00:00,0.0006433396226415095,0.0,0.0,0.0,0.0,0.0,9.836415094339623,-0.2699999999999996,-0.027494908350305453,89.94999999999997,1.5999999999999943,0.01803833145434041,8.35,8.349999999999154,646.2,646.2000000000575,10.04,10.040000000000738,99.0,99.0,15.0,15.0,323.4,323.3999999999712,8.68,8.680000000000259,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 00:00:00,0.0007520660377358491,0.0,0.0,0.0,0.0,0.0,9.741132075471702,0.129999999999999,0.01349948078920031,89.90660377358492,0.10000000000000853,0.0011160714285715237,8.35,8.34999999999914,646.2,646.2000000000602,10.04,10.040000000000742,99.0,99.0,15.0,15.0,323.4,323.39999999996985,8.68,8.68000000000026,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 02:00:00,0.0004923867924528302,0.0,0.0,0.0,0.0,0.0,9.447924528301886,-0.7099999999999991,-0.07193515704153994,93.35471698113206,5.199999999999989,0.05752212389380518,8.35,8.349999999999127,646.2,646.2000000000628,10.04,10.040000000000743,99.0,99.0,15.0,15.0,323.4,323.39999999996854,8.68,8.68000000000026,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 04:00:00,8.239622641509434e-05,0.0,0.0,0.0,0.0,0.0,9.292452830188678,-0.23000000000000043,-0.02449414270500537,94.27735849056606,-0.3999999999999915,-0.004219409282700332,8.35,8.349999999999117,646.2,646.2000000000653,10.04,10.040000000000749,99.0,99.0,15.0,15.0,323.4,323.3999999999673,8.68,8.68000000000026,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 06:00:00,3.941509433962264e-05,0.0,0.0,0.0,0.0,0.0,8.94801886792453,-0.120000000000001,-0.013100436681222816,93.01415094339623,-0.7000000000000028,-0.007486631016042811,8.35,8.349999999999104,646.2,646.2000000000678,10.04,10.040000000000749,99.0,99.0,15.0,15.0,323.4,323.3999999999661,8.68,8.680000000000263,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 08:00:00,0.00036823584905660374,-0.013889,-1.0,0.0,0.0,0.0,9.079528301886793,0.6900000000000013,0.07641196013289052,92.32641509433968,-3.299999999999997,-0.0354457572502685,8.35,8.349999999999094,646.2,646.2000000000701,10.04,10.040000000000752,99.0,99.0,15.0,15.0,323.4,323.3999999999649,8.68,8.680000000000263,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,10.433584905660373,1.7699999999999996,0.17699999999999996,88.33113207547169,-5.5,-0.061452513966480445,8.35,8.349999999999083,646.2,646.2000000000724,10.04,10.040000000000754,99.0,99.0,15.0,15.0,323.4,323.3999999999638,8.68,8.680000000000263,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 12:00:00,0.0,0.0,0.0,8.664888509433966,0.0,0.0,13.535566037735851,2.4000000000000004,0.21333333333333337,78.43396226415092,-8.799999999999997,-0.10268378063010498,8.35,8.349999999999072,646.2,646.2000000000745,10.04,10.040000000000756,99.0,99.0,15.0,15.0,323.4,323.39999999996274,8.68,8.680000000000264,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 14:00:00,0.00012502830188679243,0.0,0.0,0.0,0.0,0.0,14.992924528301883,1.6100000000000012,0.11402266288951851,73.4292452830189,-5.900000000000006,-0.0776315789473685,8.35,8.349999999999064,646.2,646.2000000000766,10.04,10.04000000000076,99.0,99.0,15.0,15.0,323.4,323.39999999996166,8.68,8.680000000000264,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 16:00:00,6.387735849056603e-05,-0.002315,-1.0,0.0,0.0,0.0,15.866886792452831,-0.6400000000000006,-0.04073838319541696,70.08301886792454,1.5999999999999943,0.02263083451202255,8.35,8.349999999999055,646.2,646.2000000000785,10.04,10.04000000000068,99.0,99.0,15.0,15.0,323.4,323.3999999999607,8.68,8.680000000000264,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 18:00:00,0.0003058018867924528,0.0,0.0,0.0,0.0,0.0,13.656037735849052,-1.08,-0.07681365576102418,77.44622641509433,3.9000000000000057,0.050781250000000076,8.35,8.349999999999046,646.2,646.2000000000804,10.04,10.040000000000552,99.0,99.0,15.0,15.0,323.4,323.39999999995973,8.68,8.680000000000264,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 20:00:00,0.0026061415094339613,0.009259,0.0,0.0,0.0,0.0,11.916037735849052,-1.3099999999999987,-0.1025039123630672,81.0584905660377,3.700000000000003,0.04707379134860055,8.35,8.349999999999037,646.2,646.2000000000822,10.04,10.040000000000433,99.0,99.0,15.0,15.0,323.4,323.3999999999588,8.68,8.680000000000266,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-05 22:00:00,0.0025837547169811318,-0.002315,-1.0,0.0,0.0,0.0,10.759056603773594,-0.7899999999999991,-0.07072515666965078,86.07452830188677,4.200000000000003,0.05011933174224347,8.35,8.349999999999028,646.2,646.2000000000841,10.04,10.040000000000314,99.0,99.0,15.0,15.0,323.4,323.3999999999579,8.68,8.680000000000266,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 00:00:00,0.0046884339622641534,-0.002315,-1.0,0.0,0.0,0.0,10.690377358490567,0.16999999999999993,0.015887850467289712,86.83962264150945,-1.0999999999999943,-0.012716763005780281,8.35,8.349999999999019,646.2,646.2000000000858,10.04,10.0400000000002,99.0,99.0,15.0,15.0,323.4,323.39999999995706,8.68,8.680000000000266,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 02:00:00,0.0036259245283018888,0.0,0.0,0.0,0.0,0.0,10.562735849056605,-0.5299999999999994,-0.050094517958412035,86.45094339622642,2.1000000000000085,0.024390243902439126,8.35,8.349999999999012,646.2,646.2000000000875,10.04,10.04000000000009,99.0,99.0,15.0,15.0,323.4,323.3999999999562,8.68,8.680000000000266,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 04:00:00,0.0028575283018867914,0.0,0.0,0.0,0.0,0.0,9.913396226415095,-0.7100000000000009,-0.06886517943743946,88.1132075471698,1.5999999999999943,0.018348623853210944,8.35,8.349999999999003,646.2,646.2000000000891,10.04,10.039999999999983,99.0,99.0,15.0,15.0,323.4,323.3999999999554,8.68,8.680000000000268,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 06:00:00,0.002614783018867924,0.009259,0.0,0.0,0.0,0.0,9.206132075471697,-0.6600000000000001,-0.0690376569037657,87.7009433962264,-0.5,-0.005662514156285391,8.35,8.349999999998996,646.2,646.2000000000907,10.04,10.03999999999988,99.0,99.0,15.0,15.0,323.4,323.3999999999546,8.68,8.680000000000268,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 08:00:00,0.0015242924528301887,0.0,0.0,0.0,0.0,0.0,9.459905660377354,1.1800000000000015,0.13303269447576116,87.22547169811321,-0.9000000000000057,-0.010262257696693337,8.35,8.349999999998989,646.2,646.2000000000921,10.04,10.03999999999978,99.0,99.0,15.0,15.0,323.4,323.3999999999539,8.68,8.680000000000257,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 10:00:00,0.00016632075471698112,0.0,0.0,0.0,0.0,0.0,12.551132075471697,4.33,0.41835748792270533,77.29622641509432,-17.5,-0.20348837209302326,8.35,8.349999999998982,646.2,646.2000000000936,10.04,10.039999999999685,99.0,99.0,15.0,15.0,323.4,323.39999999995314,8.68,8.680000000000144,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 12:00:00,0.004235650943396228,0.002315,0.0,6.057269839622641,0.0,0.0,16.15066037735849,1.5,0.11320754716981132,63.453773584905676,-7.8999999999999915,-0.10807113543091644,8.35,8.349999999998976,646.2,646.2000000000951,10.04,10.03999999999959,99.0,99.0,15.0,15.0,323.4,323.3999999999524,8.68,8.680000000000035,500.0,500.0,10.0,10.0,500.0,10.0
2026-03-06 14:00:00,0.0052199433962264105,0.002315,0.0,0.0,0.0,0.0,18.63066037735849,1.3699999999999974,0.07864523536165312,56.32075471698114,-3.200000000000003,-0.05360134003350088,8.35,8.349999999999037,646.2,646.2000000000965,10.04,10.0399999999995,99.0,99.0,15.0,15.0,323.4,323.3999999999517,8.68,8.679999999999929,500.0,500.0,10.0,10.0,500.0,10.0
