时间戳,厌氧进水泵出口1流量_平均值,厌氧进水泵出口1流量_变化值,厌氧进水泵出口1流量_变化率,厌氧进水超越流量_平均值,厌氧进水超越流量_变化值,厌氧进水超越流量_变化率,一级硝化池1#温度_平均值,一级硝化池1#温度_变化值,一级硝化池1#温度_变化率,一级硝化池1#溶解氧DO_平均值,一级硝化池1#溶解氧DO_变化值,一级硝化池1#溶解氧DO_变化率,硝化液回流流量_平均值,硝化液回流流量_变化值,硝化液回流流量_变化率,厂区环境温度_平均值,厂区环境温度_变化值,厂区环境温度_变化率,厂区环境湿度_平均值,厂区环境湿度_变化值,厂区环境湿度_变化率,调节池PH值_实时值,调节池PH值_HRT平均值,调节池COD_实时值,调节池COD_HRT平均值,调节池氨氮_实时值,调节池氨氮_HRT平均值,厌氧出口PH值_实时值,厌氧出口PH值_HRT平均值,厌氧出口COD_实时值,厌氧出口COD_HRT平均值,厌氧出口氨氮_实时值,厌氧出口氨氮_HRT平均值,一级生化出口PH值_实时值,一级生化出口PH值_HRT平均值,一级生化出口COD_实时值,一级生化出口COD_HRT平均值,一级生化出口氨氮_实时值,一级生化出口氨氮_HRT平均值,一级生化出口SV30_实时值,一级生化出口SV30_HRT平均值,一级生化出口MLSS_实时值,一级生化出口MLSS_HRT平均值,一级生化出口总氮_实时值,一级生化出口总氮_HRT平均值,一级生化出口COD_输出_t+120min,一级生化出口氨氮_输出_t+120min
2026-03-01 22:00:00,0.013519556603773582,-0.007408000000000001,-0.4444711105777885,0.0,0.0,0.0,20.04426473584906,0.012876999999999583,0.0006425214263207045,7.0,0.0,0.0,0.0035399245283018878,-0.023148,-1.0,18.133490566037732,0.2799999999999976,0.015529672767609404,95.89245283018866,-2.3999999999999915,-0.02479338842975198,5.9,5.899999999999884,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000089,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000188,646.2,646.1999999999905,10.04,10.040000000000258,99.0,99.0,15.0,15.0,323.4,323.4000000000048,646.2,10.04
2026-03-02 00:00:00,0.01282575471698112,0.009259,0.8333183331833318,0.0,0.0,0.0,20.052533566037717,-0.012876999999999583,-0.0006421088576216524,7.0,0.0,0.0,0.0029290566037735847,0.0,0.0,18.136509433962257,-0.10999999999999943,-0.006050605060506019,95.93962264150942,2.200000000000003,0.02313354363827553,5.9,5.899999999999861,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000034,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000204,646.2,646.1999999999871,10.04,10.040000000000314,99.0,99.0,15.0,15.0,323.4,323.4000000000065,646.2,10.04
2026-03-02 02:00:00,0.011996905660377356,0.016667,0.0,0.0,0.0,0.0,20.050821433962255,0.03862799999999922,0.0019274145884846218,7.0,0.0,0.0,0.0033896320754716984,-0.002315,-1.0,17.042735849056605,-1.8900000000000006,-0.10564561207378427,98.25000000000003,0.9000000000000057,0.009268795056642696,5.9,5.899999999999843,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999989,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000218,646.2,646.1999999999842,10.04,10.04000000000036,99.0,99.0,15.0,15.0,323.4,323.4000000000079,646.2,10.04
2026-03-02 04:00:00,0.006952613207547173,0.009259,0.0,0.0,0.0,0.0,20.03261383018871,-0.07723499999999817,-0.0038463677982196586,7.0,0.0,0.0,0.001043943396226415,0.0,0.0,14.464339622641505,-1.2200000000000006,-0.07968647942521231,97.52830188679236,-0.29999999999999716,-0.0030706243602865624,5.9,5.899999999999827,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999951,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000229,646.2,646.199999999982,10.04,10.0400000000004,99.0,99.0,15.0,15.0,323.4,323.4000000000091,646.2,10.04
2026-03-02 06:00:00,0.007328047169811324,-0.005556,-0.3750253121835977,0.0,0.0,0.0,19.981006962264164,-0.07723200000000219,-0.0038610694890523134,7.0,0.0,0.0,0.00028021698113207545,-0.006944,-1.0,13.721320754716979,-0.7899999999999991,-0.05598866052445069,97.49811320754715,-0.5,-0.005117707267144319,5.9,5.899999999999814,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999918,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000238,646.2,646.1999999999799,10.04,10.040000000000434,99.0,99.0,15.0,15.0,323.4,323.40000000001004,646.2,10.04
2026-03-02 08:00:00,0.006778886792452831,0.009259,0.0,0.0,0.0,0.0,19.883500764150934,-0.09012399999999943,-0.004523044723157957,7.0,0.0,0.0,6.275471698113207e-05,0.0,0.0,13.281415094339625,-0.35999999999999943,-0.02786377708978324,98.01792452830189,-2.200000000000003,-0.02222222222222225,5.9,5.899999999999801,40880.0,40880.0,1522.0,1522.0,7.81,7.8099999999998895,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000247,646.2,646.1999999999781,10.04,10.040000000000465,99.0,99.0,15.0,15.0,323.4,323.40000000001095,646.2,10.04
2026-03-02 10:00:00,0.0004544811320754717,-0.014815,-1.0,0.0,0.0,0.0,19.77614748113207,-0.15445300000000017,-0.007786737968173262,7.0,0.0,0.0,0.0,0.0,0.0,12.580188679245275,0.1999999999999993,0.015835312747426705,96.53018867924528,-0.8999999999999915,-0.009345794392523277,5.9,5.899999999999792,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999865,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000254,646.2,646.1999999999766,10.04,10.04000000000049,99.0,99.0,15.0,15.0,323.4,323.4000000000117,646.2,10.04
2026-03-02 12:00:00,0.0014220566037735848,0.0,0.0,0.0,0.0,0.0,19.68143050943399,0.0,0.0,7.0,0.0,0.0,0.00010615094339622642,0.0,0.0,14.941320754716974,0.7000000000000011,0.04961020552799441,88.7075471698113,-5.400000000000006,-0.0585683297180044,5.9,5.899999999999783,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999842,2798.0,2798.0,1522.0,1522.0,8.35,8.35000000000019,646.2,646.1999999999753,10.04,10.04000000000051,99.0,99.0,15.0,15.0,323.4,323.4000000000124,646.2,10.04
2026-03-02 14:00:00,0.004860830188679242,-0.003704,-1.0,0.0,0.0,0.0,19.7409190943396,0.03859999999999886,0.0019574470286181727,7.0,0.0,0.0,0.00014706603773584904,0.0,0.0,14.901415094339622,-0.7099999999999991,-0.04755525787006022,87.4764150943396,0.29999999999999716,0.003448275862068933,5.9,5.899999999999774,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999877,2798.0,2798.0,1522.0,1522.0,8.35,8.3500000000001,646.2,646.199999999974,10.04,10.040000000000532,99.0,99.0,15.0,15.0,323.4,323.400000000013,646.2,10.04
2026-03-02 16:00:00,0.00396402830188679,0.005555,1.4997300215982723,0.0,0.0,0.0,19.8039516132075,0.05149899999999974,0.0026064670080917815,7.0,0.0,0.0,1.95e-05,0.0,0.0,13.372735849056605,-2.0600000000000005,-0.14476458186929025,88.411320754717,3.799999999999997,0.04352806414662082,5.9,5.899999999999767,40880.0,40880.0,1522.0,1522.0,7.81,7.809999999999952,2798.0,2798.0,1522.0,1522.0,8.35,8.350000000000017,646.2,646.1999999999729,10.04,10.04000000000055,99.0,99.0,15.0,15.0,323.4,323.4000000000136,646.2,10.04
2026-03-02 18:00:00,0.0031232075471698114,0.001852,0.0,0.0,0.0,0.0,19.77285437735847,-0.06437099999999774,-0.0032494749279416146,7.0,0.0,0.0,0.0,0.0,0.0,11.61707547169811,-0.6699999999999999,-0.05592654424040066,92.91320754716979,1.7999999999999972,0.0195865070729053,5.9,5.8999999999997605,40880.0,40880.0,1522.0,1522.0,7.81,7.81000000000002,2798.0,2798.0,1522.0,1522.0,8.35,8.349999999999943,646.2,646.199999999972,10.04,10.040000000000566,99.0,99.0,15.0,15.0,323.4,323.400000000014,646.2,10.04
2026-03-02 20:00:00,0.0035855566037735855,0.003704,0.0,0.0,0.0,0.0,19.615250735849024,-0.20596000000000103,-0.010444450518502922,7.0,0.0,0.0,0.0,0.0,0.0,10.709905660377363,-0.6899999999999995,-0.06177260519247981,96.19339622641509,1.6000000000000085,0.016967126193001152,5.9,5.899999999999754,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000081,2798.0,2798.0,1522.0,1522.0,8.35,8.349999999999877,646.2,646.199999999971,10.04,10.04000000000058,99.0,99.0,15.0,15.0,323.4,323.4000000000145,646.2,10.04
2026-03-02 22:00:00,0.0035091509433962287,0.0,0.0,0.0,0.0,0.0,19.452899849056617,-0.11583500000000058,-0.005936115437010816,7.0,0.0,0.0,0.0,0.0,0.0,10.128490566037735,-0.5099999999999998,-0.049610894941634225,96.19811320754714,-1.0,-0.010351966873706004,5.9,5.899999999999749,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000137,2798.0,2798.0,1522.0,1522.0,8.35,8.349999999999817,646.2,646.1999999999703,10.04,10.040000000000594,99.0,99.0,15.0,15.0,323.4,323.40000000001487,646.2,10.04
2026-03-03 00:00:00,0.002740216981132075,-0.014815,-1.0,0.0,0.0,0.0,19.338271179245314,-0.05146799999999985,-0.0026585877995676387,7.0,0.0,0.0,0.0,0.0,0.0,9.787264150943395,-0.41999999999999993,-0.042126379137412226,95.28867924528306,-0.20000000000000284,-0.0021008403361344836,5.9,5.899999999999745,40880.0,40880.0,1522.0,1522.0,7.81,7.810000000000189,2798.0,2798.0,1522.0,1522.0,8.35,8.349999999999762,646.2,646.1999999999696,10.04,10.040000000000605,99.0,99.0,15.0,15.0,323.4,323.4000000000152,646.2,10.04
2026-03-03 02:00:00,0.001637,-0.001852,-0.5,0.0,0.0,0.0,19.25242541509435,-0.07723199999999864,-0.004000065880513188,7.0,0.0,0.0,0.0,0.0,0.0,9.509716981132073,-0.129999999999999,-0.013655462184873846,94.47924528301886,-0.19999999999998863,-0.0021141649048624592,5.91,5.900003471016814,41194.28571428572,40880.109089105965,1531.571428571429,1522.0033222591364,7.81,7.810000000000235,2798.0,2798.0,1531.571428571429,1522.0033222591364,8.35,8.34999999999971,646.2,646.1999999999689,10.04,10.040000000000616,99.0,99.0,15.0,15.0,323.4,323.40000000001555,646.2,10.04
2026-03-03 04:00:00,0.0011653396226415094,-0.001852,-1.0,0.0,0.0,0.0,19.1442628018868,-0.09007799999999833,-0.004693558973757135,7.0,0.0,0.0,0.0,0.0,0.0,8.875849056603775,-0.5499999999999989,-0.06043956043956032,94.88962264150943,1.0,0.010559662090813094,5.91,5.900403198933496,41194.28571428572,40892.67196648727,1531.571428571429,1522.385918979404,7.81,7.810000000000278,2798.0,2798.0,1531.571428571429,1522.385918979404,8.35,8.349999999999664,646.2,646.1999999999682,10.04,10.040000000000626,99.0,99.0,15.0,15.0,323.4,323.4000000000159,646.2,10.04
2026-03-03 06:00:00,0.0018970188679245273,0.0,0.0,0.0,0.0,0.0,19.057184490566065,-0.07722599999999957,-0.004042874594507131,7.0,0.0,0.0,0.0,0.0,0.0,8.435471698113208,-0.3000000000000007,-0.03401360544217695,95.7424528301887,1.5,0.01583949313621964,5.91,5.900772188400962,41194.28571428572,40904.2687783218,1531.571428571429,1522.7390946125631,7.81,7.810000000000318,2798.0,2798.0,1531.571428571429,1522.7390946125631,8.35,8.349999999999621,646.2,646.1999999999676,10.04,10.040000000000637,99.0,99.0,15.0,15.0,323.4,323.4000000000162,646.2,10.04
2026-03-03 08:00:00,0.0015923773584905656,0.0,0.0,0.0,0.0,0.0,18.957283849056616,-0.09009200000000206,-0.004741981707484072,7.0,0.0,0.0,0.0,0.0,0.0,8.239056603773584,-0.28000000000000114,-0.03373493975903628,95.44150943396232,-0.6000000000000085,-0.006269592476489117,5.91,5.901113853748654,41194.28571428572,40915.00683210626,1531.571428571429,1523.0661171596512,7.81,7.810000000000354,2798.0,2798.0,1531.571428571429,1523.0661171596512,8.35,8.34999999999958,646.2,646.1999999999672,10.04,10.040000000000646,99.0,99.0,15.0,15.0,323.4,323.4000000000164,646.2,10.04
2026-03-03 10:00:00,0.0011831603773584905,0.007407,0.0,0.0,0.0,0.0,18.853103066037693,-0.07721899999999948,-0.00408934503170181,7.0,0.0,0.0,0.0,0.0,0.0,8.279622641509434,1.0399999999999991,0.1299999999999999,93.64528301886794,-2.700000000000003,-0.028451001053740807,5.91,5.901431121689786,41194.28571428572,40924.97811025636,1531.571428571429,1523.3697879033173,7.81,7.810000000000389,2798.0,2798.0,1531.571428571429,1523.3697879033173,8.35,8.349999999999543,646.2,646.1999999999747,10.04,10.040000000000653,99.0,99.0,15.0,15.0,323.4,323.4000000000126,646.2,10.04
2026-03-03 12:00:00,0.0012726226415094345,-0.003704,-1.0,0.0,0.0,0.0,18.79362130188678,-0.025718999999998715,-0.0013676131924714283,7.0,0.0,0.0,0.0,0.0,0.0,9.147924528301889,0.5700000000000003,0.06222707423580789,90.6924528301887,-0.7999999999999972,-0.008830022075055156,5.91,5.901726515368961,41194.28571428572,40934.26191160225,1531.571428571429,1523.6525218533952,7.81,7.810000000000421,2798.0,2798.0,1531.571428571429,1523.6525218533952,8.35,8.34999999999951,646.2,646.199999999982,10.04,10.04000000000066,99.0,99.0,15.0,15.0,323.4,323.40000000000896,646.2,10.04
2026-03-03 14:00:00,0.0017555660377358488,0.0,0.0,0.0,0.0,0.0,18.756236622641477,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,9.980943396226412,0.11999999999999922,0.012096774193548309,86.70943396226416,-1.7000000000000028,-0.01945080091533184,5.91,5.902002221604925,41194.28571428572,40942.92696473292,1531.571428571429,1523.9164121078277,7.81,7.81000000000045,2798.0,2798.0,1531.571428571429,1523.9164121078277,8.35,8.349999999999477,646.2,646.1999999999888,10.04,10.040000000000669,99.0,99.0,15.0,15.0,323.4,323.40000000000555,646.2,10.04
2026-03-03 16:00:00,0.0021820849056603774,-0.007407,-1.0,0.0,0.0,0.0,18.77930511320754,0.025718999999998715,0.0013694861197557128,7.0,0.0,0.0,0.0,0.0,0.0,10.223773584905663,-1.0899999999999999,-0.10371075166508087,85.09622641509436,1.3999999999999915,0.016241299303944218,5.91,5.902260145122096,41194.28571428572,40951.03313241577,1531.571428571429,1524.1632817599857,7.81,7.810000000000477,2798.0,2798.0,1531.571428571429,1524.1632817599857,8.35,8.349999999999447,646.2,646.1999999999952,10.04,10.040000000000674,99.0,99.0,15.0,15.0,323.4,323.4000000000024,646.2,10.04
2026-03-03 18:00:00,0.001788396226415094,0.0,0.0,0.0,0.0,0.0,18.784647650943395,-0.0514589999999977,-0.0027363430643255024,7.0,0.0,0.0,0.0,0.0,0.0,8.71811320754717,-0.8900000000000006,-0.09488272921108747,91.85188679245286,4.199999999999989,0.047511312217194436,5.91,5.902501952616324,41194.28571428572,40958.63279652041,1531.571428571429,1524.3947260758987,7.81,7.810000000000504,2798.0,2798.0,1531.571428571429,1524.3947260758987,8.35,8.349999999999419,646.2,646.2000000000012,10.04,10.04000000000068,99.0,99.0,15.0,15.0,323.4,323.3999999999993,646.2,10.04
2026-03-03 20:00:00,0.0013808584905660377,0.02037,0.0,0.0,0.0,0.0,18.702703075471685,-0.07721499999999892,-0.00412001689519064,7.0,0.0,0.0,0.0,0.0,0.0,8.083207547169813,-0.040000000000000924,-0.004956629491945592,94.28301886792454,1.3999999999999915,0.014989293361884277,5.91,5.902729108810725,41194.28571428572,40965.771991201895,1531.571428571429,1524.6121470048336,7.81,7.810000000000528,2798.0,2798.0,1531.571428571429,1524.6121470048336,8.35,8.349999999999394,646.2,646.2000000000068,10.04,10.040000000000688,99.0,99.0,15.0,15.0,323.4,323.39999999999657,646.2,10.04
2026-03-03 22:00:00,0.0017392547169811318,0.0,0.0,0.0,0.0,0.0,18.602302018867917,-0.07721099999999836,-0.004142559946562064,7.0,0.0,0.0,0.0,0.0,0.0,8.12688679245283,0.19000000000000128,0.023399014778325282,94.98679245283022,-1.4000000000000057,-0.014675052410901526,5.91,5.902942906150273,41194.28571428572,40972.4913361594,1531.571428571429,1524.8167816012656,7.81,7.810000000000551,2798.0,2798.0,1531.571428571429,1524.8167816012656,8.35,8.349999999999369,646.2,646.200000000012,10.04,10.040000000000692,99.0,99.0,15.0,15.0,323.4,323.39999999999395,646.2,10.04
2026-03-04 00:00:00,0.001524018867924528,0.009259,0.0,0.0,0.0,0.0,18.512461103773596,-0.03860399999999942,-0.00208270323701628,7.0,0.0,0.0,0.0,0.0,0.0,8.208679245283022,0.049999999999998934,0.00602409638554204,94.26037735849057,-0.09999999999999432,-0.0010570824524312296,5.91,5.903144489407105,41194.28571428572,40978.82680994581,1531.571428571429,1525.0097255756689,7.81,7.810000000000567,2798.0,2798.0,1531.571428571429,1525.0097255756689,8.35,8.349999999999344,646.2,646.200000000017,10.04,10.040000000000695,99.0,99.0,15.0,15.0,323.4,323.39999999999145,646.2,10.04
2026-03-04 02:00:00,0.0014214999999999998,0.001852,0.0,0.0,0.0,0.0,18.416209075471656,-0.1157900000000005,-0.006268682476588158,7.0,0.0,0.0,0.0,0.0,0.0,8.105,-0.10999999999999943,-0.013681592039800926,95.31698113207547,-0.5,-0.005246589716684156,5.92,5.903337190464992,41508.57142857143,40984.88312890822,1541.142857142857,1525.194168016796,7.81,7.810000000000487,2798.0,2798.0,1541.142857142857,1525.194168016796,8.35,8.349999999999323,646.2,646.2000000000218,10.04,10.0400000000007,99.0,99.0,15.0,15.0,323.4,323.3999999999891,646.2,10.04
2026-03-04 04:00:00,0.00158838679245283,0.0,0.0,0.0,0.0,0.0,18.326873754716964,-0.06433699999999831,-0.003505072840705715,7.0,0.0,0.0,1.9915094339622643e-05,0.0,0.0,8.059056603773586,-0.46999999999999975,-0.05860349127182042,94.30094339622637,2.200000000000003,0.023379383634431487,5.92,5.903787435262108,41508.57142857143,40999.03367967586,1541.142857142857,1525.6251166083543,7.81,7.810000000000411,2798.0,2798.0,1541.142857142857,1525.6251166083543,8.35,8.349999999999302,646.2,646.2000000000262,10.04,10.040000000000706,99.0,99.0,15.0,15.0,323.4,323.39999999998685,646.2,10.04
2026-03-04 06:00:00,0.0015875471698113203,0.0,0.0,0.0,0.0,0.0,18.238975330188673,-0.06433400000000233,-0.0035172375749267623,7.0,0.0,0.0,0.0,0.0,0.0,7.752547169811326,-0.5899999999999999,-0.07283950617283949,94.90754716981138,1.0,0.010626992561105207,5.92,5.904213988160231,41508.57142857143,41012.43962790365,1541.142857142857,1526.0333886680176,7.81,7.810000000000339,2798.0,2798.0,1541.142857142857,1526.0333886680176,8.35,8.349999999999282,646.2,646.2000000000304,10.04,10.04000000000071,99.0,99.0,15.0,15.0,323.4,323.39999999998474,646.2,10.04
2026-03-04 08:00:00,0.0015714150943396225,0.0,0.0,0.0,0.0,0.0,18.175618103773623,-0.038600999999999885,-0.0021223187039720245,7.0,0.0,0.0,0.0,0.0,0.0,8.254150943396224,0.3600000000000012,0.045859872611465125,94.05094339622637,-0.4000000000000057,-0.004201680672268967,5.92,5.904618671223799,41508.57142857143,41025.15823847396,1541.142857142857,1526.4207281717486,7.81,7.8100000000002705,2798.0,2798.0,1541.142857142857,1526.4207281717486,8.35,8.349999999999262,646.2,646.2000000000344,10.04,10.040000000000717,99.0,99.0,15.0,15.0,323.4,323.39999999998275,646.2,10.04
2026-03-04 10:00:00,0.0018774433962264157,-0.016667,-1.0,0.0,0.0,0.0,18.137508292452864,-0.03859900000000138,-0.002126722324689014,7.0,0.0,0.0,0.0,0.0,0.0,8.775754716981131,0.9000000000000004,0.10830324909747296,93.04339622641508,-2.6999999999999886,-0.02869287991498394,5.92,5.905003124348759,41508.57142857143,41037.24105097369,1541.142857142857,1526.7887047342392,7.81,7.810000000000206,2798.0,2798.0,1541.142857142857,1526.7887047342392,8.35,8.349999999999245,646.2,646.2000000000381,10.04,10.04000000000072,99.0,99.0,15.0,15.0,323.4,323.3999999999809,646.2,10.04
2026-03-04 12:00:00,0.0038244056603773595,-0.012963,-1.0,0.0,0.0,0.0,18.392173254716987,0.5146769999999989,0.028438239875531356,7.0,0.0,0.0,8.605660377358491e-05,0.0,0.0,10.20566037735849,0.030000000000001137,0.0031479538300106125,88.56509433962263,0.7999999999999972,0.008859357696566967,5.92,5.905368827473721,41508.57142857143,41048.73457775914,1541.142857142857,1527.1387348681587,7.81,7.810000000000143,2798.0,2798.0,1541.142857142857,1527.1387348681587,8.35,8.349999999999229,646.2,646.2000000000418,10.04,10.040000000000722,99.0,99.0,15.0,15.0,323.4,323.39999999997906,646.2,10.04
